fice,fice_combined,year,hbcu_flag,has_med_sch_flag,hhe_flag,toi_code,hdg_code,toc_code,pilot_fy09_flag,inst_name_long,inst_city,inst_state,inst_zip,line,data1,status1,data2,status2,data3,status3,data4,status4,data5,status5,data6,status6,data7,status7,data8,status8,data9,status9
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1100,49888,,,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1110,39407,,,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1125,7267,,,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1150,3201,,,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1160,13,,,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1400,49888,,39407,,805,,554,,3222,,34798,,0,,0,,28,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1450,49888,,39407,,805,,554,,3222,,34798,,0,,0,,28,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1453,49888,,39407,,805,,554,,3222,,34798,,0,,0,,28,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1600,5425,,5425,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1610,5425,,5425,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1800,534,,534,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1850,534,,534,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1853,534,,534,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1900,1406,,1406,,,,,,,,,,,,,,,
000166,000000,2003,F,N,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1910,1406,,1406,,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1100,36856,,,,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1110,30343,,,,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1125,3098,,,,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1150,1140,,,,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1160,2275,,,,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1400,36856,,30343,,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1410,1450,i,1428,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1411,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1412,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1413,431,i,426,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1414,813,i,810,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1415,76,i,76,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1416,130,i,116,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1417,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1418,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1420,5426,i,5079,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1421,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1422,172,i,172,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1423,5203,i,4859,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1424,51,i,48,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1430,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1431,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1432,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1433,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1434,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1441,1652,i,1652,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1442,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1450,26391,i,22184,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1451,24223,i,20864,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1452,1320,i,1320,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1453,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1454,848,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1460,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1470,511,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1471,24,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1472,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1473,0,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1474,487,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1480,1426,i,0,i,0,n,0,n,0,n,0,n,0,n,0,n,0,n
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1800,2212,i,2116,i,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1810,41,i,31,i,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1811,0,i,0,i,,,,,,,,,,,,,,
001002,000000,2003,T,N,F,1,1,1,F,Alabama A&M University,Normal,AL,35762,1812,0,i,0,i,,,,,,,,,,,,,,
