fice,fice_combined,year,hbcu_flag,has_med_sch_flag,hhe_flag,toi_code,hdg_code,toc_code,pilot_fy09_flag,inst_name_long,inst_city,inst_state,inst_zip,line,data1,status1,data2,status2,data3,status3,data4,status4,data5,status5,data6,status6,data7,status7,data8,status8,data9,status9
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1100,47188,,,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1110,44394,,,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1125,762,,,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1150,199,,,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1160,1833,,,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1400,47188,,44394,,0,,341,,0,,44053,,0,,0,,0,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1450,47188,,44394,,0,,341,,0,,44053,,0,,0,,0,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1453,47188,,44394,,0,,341,,0,,44053,,0,,0,,0,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1600,2893,,2893,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1610,2651,,2651,,,,,,,,,,,,,,,
000166,000000,2006,F,T,F,1,1,2,F,C R Drew U of Med & Sci,Los Angeles,CA,90059,1620,242,,242,,,,,,,,,,,,,,,
